timestamp,datetime,openPrice,highPrice,lowPrice,closePrice,amount,volume,vwap,count
1.61698E+12,2021-03-29T00:00:00.0000000Z,55777.65,58405.82,54800.01,57635.47,0,67857.9374,0,1
1.61706E+12,2021-03-30T00:00:00.0000000Z,57635.46,59368,57071.35,58746.57,0,55122.44312,0,1
1.61715E+12,2021-03-31T00:00:00.0000000Z,58746.57,59800,56769,58740.55,0,60975.54267,0,1
1.61724E+12,2021-04-01T00:00:00.0000000Z,58739.46,59490,57935.45,58720.44,0,47415.61722,0,1
1.61732E+12,2021-04-02T00:00:00.0000000Z,58720.45,60200,58428.57,58950.01,0,47382.41878,0,1
1.61741E+12,2021-04-03T00:00:00.0000000Z,58950.01,59791.72,56880,57051.94,0,47409.85211,0,1
1.61749E+12,2021-04-04T00:00:00.0000000Z,57051.95,58492.85,56388,58202.01,0,41314.08197,0,1
1.61758E+12,2021-04-05T00:00:00.0000000Z,58202.01,59272,56777.77,59129.99,0,54258.01579,0,1
1.61767E+12,2021-04-06T00:00:00.0000000Z,59129.99,59495.24,57413.02,57991.15,0,54201.00073,0,1
1.61775E+12,2021-04-07T00:00:00.0000000Z,57990.03,58655,55473,55953.45,0,71228.40566,0,1
1.61784E+12,2021-04-08T00:00:00.0000000Z,55953.44,58153.31,55700,58077.52,0,44283.14702,0,1
1.61793E+12,2021-04-09T00:00:00.0000000Z,58077.52,58894.9,57654,58142.54,0,40831.88491,0,1
1.61801E+12,2021-04-10T00:00:00.0000000Z,58142.55,61500,57900.01,59769.13,0,69906.42412,0,1
1.6181E+12,2021-04-11T00:00:00.0000000Z,59769.13,60699,59232.52,60002.43,0,41156.71539,0,1
1.61819E+12,2021-04-12T00:00:00.0000000Z,59998.8,61300,59350.59,59860,0,56375.03712,0,1
1.61827E+12,2021-04-13T00:00:00.0000000Z,59860.01,63777.77,59805.15,63575,0,82848.68875,0,1
1.61836E+12,2021-04-14T00:00:00.0000000Z,63575.01,64854,61301,62959.53,0,82616.34399,0,1
1.61844E+12,2021-04-15T00:00:00.0000000Z,62959.53,63800,62020,63159.98,0,51649.70034,0,1
1.61853E+12,2021-04-16T00:00:00.0000000Z,63158.74,63520.61,60000,61334.8,0,91764.13988,0,1
1.61862E+12,2021-04-17T00:00:00.0000000Z,61334.81,62506.05,59580.91,60006.66,0,58912.25613,0,1
1.6187E+12,2021-04-18T00:00:00.0000000Z,60006.67,60499,50931.3,56150.01,0,124882.1318,0,1
1.61879E+12,2021-04-19T00:00:00.0000000Z,56150.01,57526.81,54221.58,55633.14,0,78229.04227,0,1
1.61888E+12,2021-04-20T00:00:00.0000000Z,55633.14,57076.24,53329.96,56425,0,72744.48215,0,1
1.61896E+12,2021-04-21T00:00:00.0000000Z,56425,56757.91,53536.02,53787.63,0,66984.75691,0,1
1.61905E+12,2021-04-22T00:00:00.0000000Z,53787.62,55521.48,50500,51690.96,0,104656.6313,0,1
1.61914E+12,2021-04-23T00:00:00.0000000Z,51690.95,52131.85,47500,51125.14,0,132230.7807,0,1
1.61922E+12,2021-04-24T00:00:00.0000000Z,51110.56,51166.22,48657.14,50047.84,0,55361.51257,0,1
1.61931E+12,2021-04-25T00:00:00.0000000Z,50047.84,50567.91,46930,49066.77,0,58255.645,0,1
1.6194E+12,2021-04-26T00:00:00.0000000Z,49066.76,54356.62,48753.44,54001.39,0,86310.80212,0,1
1.61948E+12,2021-04-27T00:00:00.0000000Z,54001.38,55460,53222,55011.97,0,54064.03468,0,1
1.61957E+12,2021-04-28T00:00:00.0000000Z,55011.97,56428,53813.16,54846.22,0,55130.45902,0,1
1.61965E+12,2021-04-29T00:00:00.0000000Z,54846.23,55195.84,52330.94,53555,0,52486.01946,0,1
1.61974E+12,2021-04-30T00:00:00.0000000Z,53555,57963,53013.01,57694.27,0,68578.91005,0,1
1.61983E+12,2021-05-01T00:00:00.0000000Z,57697.25,58458.07,56956.14,57800.37,0,42600.35184,0,1
1.61991E+12,2021-05-02T00:00:00.0000000Z,57797.35,57911.02,56035.25,56578.21,0,36812.87886,0,1
1.62E+12,2021-05-03T00:00:00.0000000Z,56578.21,58981.44,56435,57169.39,0,57649.93129,0,1
1.62009E+12,2021-05-04T00:00:00.0000000Z,57169.39,57200,53046.69,53200.01,0,85324.6259,0,1
1.62017E+12,2021-05-05T00:00:00.0000000Z,53205.05,58069.82,52900,57436.11,0,77263.92344,0,1
1.62026E+12,2021-05-06T00:00:00.0000000Z,57436.11,58360,55200,56393.68,0,70181.67191,0,1
1.62035E+12,2021-05-07T00:00:00.0000000Z,56393.68,58650,55241.63,57314.75,0,74542.74783,0,1
1.62043E+12,2021-05-08T00:00:00.0000000Z,57315.49,59500,56900,58862.05,0,69709.90603,0,1
1.62052E+12,2021-05-09T00:00:00.0000000Z,58866.53,59300,56235.66,58240.84,0,69806.11991,0,1
1.6206E+12,2021-05-10T00:00:00.0000000Z,58240.83,59500,53400,55816.14,0,89586.34925,0,1
1.62069E+12,2021-05-11T00:00:00.0000000Z,55816.14,56862.43,54370,56670.02,0,64329.54055,0,1
1.62078E+12,2021-05-12T00:00:00.0000000Z,56670.02,58000.01,48600,49631.32,0,99842.78984,0,1
1.62086E+12,2021-05-13T00:00:00.0000000Z,49537.15,51367.19,46000,49670.97,0,147332.0021,0,1
1.62095E+12,2021-05-14T00:00:00.0000000Z,49671.92,51483,48799.75,49841.45,0,80082.20431,0,1
1.62104E+12,2021-05-15T00:00:00.0000000Z,49844.16,50700,46555,46762.99,0,89437.44936,0,1
1.62112E+12,2021-05-16T00:00:00.0000000Z,46762.99,49795.89,43825.39,46431.5,0,114269.8128,0,1
1.62121E+12,2021-05-17T00:00:00.0000000Z,46426.83,46686,42001,43538.04,0,166657.1727,0,1
1.6213E+12,2021-05-18T00:00:00.0000000Z,43538.02,45799.29,42250.02,42849.78,0,116979.8608,0,1
1.62138E+12,2021-05-19T00:00:00.0000000Z,42849.78,43584.9,30000,36690.09,0,354347.2432,0,1
1.62147E+12,2021-05-20T00:00:00.0000000Z,36671.23,42451.67,34850,40526.64,0,203017.5969,0,1
1.62156E+12,2021-05-21T00:00:00.0000000Z,40525.39,42200,33488,37252.01,0,202100.8883,0,1
1.62164E+12,2021-05-22T00:00:00.0000000Z,37263.35,38829,35200.62,37449.73,0,126542.2437,0,1
1.62173E+12,2021-05-23T00:00:00.0000000Z,37458.51,38270.64,31111.01,34655.25,0,217136.0466,0,1
1.62181E+12,2021-05-24T00:00:00.0000000Z,34681.44,39920,34031,38796.29,0,161630.894,0,1
1.6219E+12,2021-05-25T00:00:00.0000000Z,38810.99,39791.77,36419.62,38324.72,0,111996.2284,0,1
1.62199E+12,2021-05-26T00:00:00.0000000Z,38324.72,40841,37800.44,39241.91,0,104780.7734,0,1
1.62207E+12,2021-05-27T00:00:00.0000000Z,39241.92,40411.14,37134.27,38529.98,0,86547.15879,0,1
1.62216E+12,2021-05-28T00:00:00.0000000Z,38529.99,38877.83,34684,35663.49,0,135377.6297,0,1
1.62225E+12,2021-05-29T00:00:00.0000000Z,35661.79,37338.58,33632.76,34605.15,0,112663.0927,0,1
1.62233E+12,2021-05-30T00:00:00.0000000Z,34605.15,36488,33379,35641.27,0,73535.38697,0,1
1.62242E+12,2021-05-31T00:00:00.0000000Z,35641.26,37499,34153.84,37253.81,0,94160.73529,0,1
1.62251E+12,2021-06-01T00:00:00.0000000Z,37253.82,37894.81,35666,36693.09,0,81234.66377,0,1
1.62259E+12,2021-06-02T00:00:00.0000000Z,36694.85,38225,35920,37568.68,0,67587.3725,0,1
1.62268E+12,2021-06-03T00:00:00.0000000Z,37568.68,39476,37170,39246.79,0,75889.10601,0,1
1.62276E+12,2021-06-04T00:00:00.0000000Z,39246.78,39289.07,35555.15,36829,0,91317.79925,0,1
1.62285E+12,2021-06-05T00:00:00.0000000Z,36829.15,37925,34800,35513.2,0,70459.62149,0,1
1.62294E+12,2021-06-06T00:00:00.0000000Z,35516.07,36480,35222,35796.31,0,47650.20664,0,1
1.62302E+12,2021-06-07T00:00:00.0000000Z,35796.31,36900,33300,33552.79,0,77574.95257,0,1
1.62311E+12,2021-06-08T00:00:00.0000000Z,33556.96,34068.01,31000,33380.81,0,123251.189,0,1
1.6232E+12,2021-06-09T00:00:00.0000000Z,33380.8,37534.79,32396.82,37388.05,0,136607.5975,0,1
1.62328E+12,2021-06-10T00:00:00.0000000Z,37388.05,38491,35782,36675.72,0,109527.2849,0,1
1.62337E+12,2021-06-11T00:00:00.0000000Z,36677.83,37680.4,35936.77,37331.98,0,78466.0053,0,1
1.62346E+12,2021-06-12T00:00:00.0000000Z,37331.98,37463.63,34600.36,35546.11,0,87717.54999,0,1
1.62354E+12,2021-06-13T00:00:00.0000000Z,35546.12,39380,34757,39020.57,0,86921.02556,0,1
1.62363E+12,2021-06-14T00:00:00.0000000Z,39020.56,41064.05,38730,40516.29,0,108522.3919,0,1
1.62372E+12,2021-06-15T00:00:00.0000000Z,40516.28,41330,39506.4,40144.04,0,80679.62284,0,1
1.6238E+12,2021-06-16T00:00:00.0000000Z,40143.8,40527.14,38116.01,38349.01,0,87771.97694,0,1
1.62389E+12,2021-06-17T00:00:00.0000000Z,38349,39559.88,37365,38092.97,0,79541.30712,0,1
1.62397E+12,2021-06-18T00:00:00.0000000Z,38092.97,38202.84,35129.29,35819.84,0,95228.04294,0,1
1.62406E+12,2021-06-19T00:00:00.0000000Z,35820.48,36457,34803.52,35483.72,0,68712.44946,0,1
1.62415E+12,2021-06-20T00:00:00.0000000Z,35483.72,36137.72,33336,35600.16,0,89878.17085,0,1
1.62423E+12,2021-06-21T00:00:00.0000000Z,35600.17,35750,31251.23,31608.93,0,168778.8732,0,1
1.62432E+12,2021-06-22T00:00:00.0000000Z,31614.12,33298.78,28805,32509.56,0,204208.1798,0,1
1.62441E+12,2021-06-23T00:00:00.0000000Z,32509.56,34881,31683,33678.07,0,126966.1006,0,1
1.62449E+12,2021-06-24T00:00:00.0000000Z,33675.07,35298,32286.57,34663.09,0,86625.80426,0,1
1.62458E+12,2021-06-25T00:00:00.0000000Z,34663.08,35500,31275,31584.45,0,116061.1304,0,1
1.62467E+12,2021-06-26T00:00:00.0000000Z,31576.09,32730,30151,32283.65,0,107820.3753,0,1
1.62475E+12,2021-06-27T00:00:00.0000000Z,32283.65,34749,31973.45,34700.34,0,96613.24421,0,1
1.62484E+12,2021-06-28T00:00:00.0000000Z,34702.49,35297.71,33862.72,34494.89,0,82222.26782,0,1
1.62492E+12,2021-06-29T00:00:00.0000000Z,34494.89,36600,34225.43,35911.73,0,90788.79622,0,1
1.62501E+12,2021-06-30T00:00:00.0000000Z,35911.72,36100,34017.55,35045,0,77152.19763,0,1
1.6251E+12,2021-07-01T00:00:00.0000000Z,35045,35057.57,32711,33504.69,0,71708.26611,0,1
1.62518E+12,2021-07-02T00:00:00.0000000Z,33502.33,33977.04,32699,33786.55,0,56172.18138,0,1
1.62527E+12,2021-07-03T00:00:00.0000000Z,33786.54,34945.61,33316.73,34669.13,0,43044.57864,0,1
1.62536E+12,2021-07-04T00:00:00.0000000Z,34669.12,35967.85,34357.15,35286.51,0,43703.47579,0,1
1.62544E+12,2021-07-05T00:00:00.0000000Z,35288.13,35293.78,33125.55,33690.14,0,64123.87425,0,1
1.62553E+12,2021-07-06T00:00:00.0000000Z,33690.15,35118.88,33532,34220.01,0,58210.59635,0,1
1.62562E+12,2021-07-07T00:00:00.0000000Z,34220.02,35059.09,33777.77,33862.12,0,53807.52168,0,1
1.6257E+12,2021-07-08T00:00:00.0000000Z,33862.11,33929.64,32077,32875.71,0,70136.48032,0,1
1.62579E+12,2021-07-09T00:00:00.0000000Z,32875.71,34100,32261.07,33815.81,0,47153.9399,0,1
1.62588E+12,2021-07-10T00:00:00.0000000Z,33815.81,34262,33004.78,33502.87,0,34761.17547,0,1
1.62596E+12,2021-07-11T00:00:00.0000000Z,33502.87,34666,33306.47,34258.99,0,31572.64745,0,1
1.62605E+12,2021-07-12T00:00:00.0000000Z,34259,34678.43,32658.34,33086.63,0,48181.40376,0,1
1.62613E+12,2021-07-13T00:00:00.0000000Z,33086.94,33340,32202.25,32729.77,0,41126.36101,0,1
1.62622E+12,2021-07-14T00:00:00.0000000Z,32729.12,33114.03,31550,32820.02,0,46777.82348,0,1
1.62631E+12,2021-07-15T00:00:00.0000000Z,32820.03,33185.25,31133,31880,0,51639.57635,0,1
1.62639E+12,2021-07-16T00:00:00.0000000Z,31874.49,32249.18,31020,31383.87,0,48499.86415,0,1
1.62648E+12,2021-07-17T00:00:00.0000000Z,31383.86,31955.92,31164.31,31520.07,0,34012.24213,0,1
1.62657E+12,2021-07-18T00:00:00.0000000Z,31520.07,32435,31108.97,31778.56,0,35923.71619,0,1
1.62665E+12,2021-07-19T00:00:00.0000000Z,31778.57,31899,30407.44,30839.65,0,47340.4685,0,1
1.62674E+12,2021-07-20T00:00:00.0000000Z,30839.65,31063.07,29278,29790.35,0,61034.04902,0,1
1.62683E+12,2021-07-21T00:00:00.0000000Z,29790.34,32858,29482.61,32144.51,0,82796.26513,0,1
1.62691E+12,2021-07-22T00:00:00.0000000Z,32144.51,32591.35,31708,32287.83,0,46148.09243,0,1
1.627E+12,2021-07-23T00:00:00.0000000Z,32287.58,33650,31924.32,33634.09,0,50112.86363,0,1
1.62708E+12,2021-07-24T00:00:00.0000000Z,33634.1,34500,33401.14,34258.14,0,47977.55014,0,1
1.62717E+12,2021-07-25T00:00:00.0000000Z,34261.51,35398,33851.12,35381.02,0,47852.92831,0,1
1.62726E+12,2021-07-26T00:00:00.0000000Z,35381.02,40550,35205.78,37237.6,0,152452.5127,0,1
1.62734E+12,2021-07-27T00:00:00.0000000Z,37241.33,39542.61,36383,39457.87,0,88397.26702,0,1
1.62743E+12,2021-07-28T00:00:00.0000000Z,39456.61,40900,38772,40019.56,0,101344.5284,0,1
1.62752E+12,2021-07-29T00:00:00.0000000Z,40019.57,40640,39200,40016.48,0,53998.43928,0,1
1.6276E+12,2021-07-30T00:00:00.0000000Z,40018.49,42316.71,38313.23,42206.37,0,73602.78481,0,1
1.62769E+12,2021-07-31T00:00:00.0000000Z,42206.36,42448,41000.15,41461.83,0,44849.79101,0,1
1.62778E+12,2021-08-01T00:00:00.0000000Z,41461.84,42599,39422.01,39845.44,0,53953.18633,0,1
1.62786E+12,2021-08-02T00:00:00.0000000Z,39850.27,40480.01,38690,39147.82,0,50837.35195,0,1
1.62795E+12,2021-08-03T00:00:00.0000000Z,39146.86,39780,37642.03,38207.05,0,57117.43585,0,1
1.62804E+12,2021-08-04T00:00:00.0000000Z,38207.04,39969.66,37508.56,39723.18,0,52329.35243,0,1
1.62812E+12,2021-08-05T00:00:00.0000000Z,39723.17,41350,37332.7,40862.46,0,84343.75562,0,1
1.62821E+12,2021-08-06T00:00:00.0000000Z,40862.46,43392.43,39853.86,42836.87,0,75753.94135,0,1
1.62829E+12,2021-08-07T00:00:00.0000000Z,42836.87,44700,42446.41,44572.54,0,73396.74081,0,1
1.62838E+12,2021-08-08T00:00:00.0000000Z,44572.54,45310,43261,43794.37,0,69329.0927,0,1
1.62847E+12,2021-08-09T00:00:00.0000000Z,43794.36,46454.15,42779,46253.4,0,74587.88485,0,1
1.62855E+12,2021-08-10T00:00:00.0000000Z,46248.87,46700,44589.46,45584.99,0,53814.64342,0,1
1.62864E+12,2021-08-11T00:00:00.0000000Z,45585,46743.47,45341.14,45511,0,52734.90198,0,1
1.62873E+12,2021-08-12T00:00:00.0000000Z,45510.67,46218.12,43770,44399,0,55266.10878,0,1
1.62881E+12,2021-08-13T00:00:00.0000000Z,44400.06,47886,44217.39,47800,0,48239.37043,0,1
1.6289E+12,2021-08-14T00:00:00.0000000Z,47799.99,48144,45971.03,47068.51,0,46114.35902,0,1
1.62899E+12,2021-08-15T00:00:00.0000000Z,47068.5,47372.27,45500,46973.82,0,42110.71133,0,1
1.62907E+12,2021-08-16T00:00:00.0000000Z,46973.82,48053.83,45660,45901.29,0,52480.57401,0,1
1.62916E+12,2021-08-17T00:00:00.0000000Z,45901.3,47160,44376,44695.95,0,57039.34163,0,1
1.62924E+12,2021-08-18T00:00:00.0000000Z,44695.95,46000,44203.28,44705.29,0,54099.41599,0,1
1.62933E+12,2021-08-19T00:00:00.0000000Z,44699.37,47033,43927.7,46760.62,0,53411.75392,0,1
1.62942E+12,2021-08-20T00:00:00.0000000Z,46760.62,49382.99,46622.99,49322.47,0,56850.35223,0,1
1.6295E+12,2021-08-21T00:00:00.0000000Z,49322.47,49757.04,48222,48821.87,0,46745.13658,0,1
1.62959E+12,2021-08-22T00:00:00.0000000Z,48821.88,49500,48050,49239.22,0,37007.8878,0,1
1.62968E+12,2021-08-23T00:00:00.0000000Z,49239.22,50500,49029,49488.85,0,52462.54195,0,1
1.62976E+12,2021-08-24T00:00:00.0000000Z,49488.85,49860,47600,47674.01,0,51014.59475,0,1
1.62985E+12,2021-08-25T00:00:00.0000000Z,47674.01,49264.3,47126.28,48973.32,0,44655.83034,0,1
1.62994E+12,2021-08-26T00:00:00.0000000Z,48973.32,49352.84,46250,46843.87,0,49371.27777,0,1
1.63002E+12,2021-08-27T00:00:00.0000000Z,46843.86,49149.93,46348,49069.9,0,42068.10497,0,1
1.63011E+12,2021-08-28T00:00:00.0000000Z,49069.9,49299,48346.88,48895.35,0,26681.06379,0,1
1.6302E+12,2021-08-29T00:00:00.0000000Z,48895.35,49632.27,47762.54,48767.83,0,32652.28347,0,1
1.63028E+12,2021-08-30T00:00:00.0000000Z,48767.84,48888.61,46853,46982.91,0,40288.35083,0,1
1.63037E+12,2021-08-31T00:00:00.0000000Z,46982.91,48246.11,46700,47100.89,0,48645.52737,0,1
1.63045E+12,2021-09-01T00:00:00.0000000Z,47100.89,49156,46512,48810.52,0,49904.65528,0,1
1.63054E+12,2021-09-02T00:00:00.0000000Z,48810.51,50450.13,48584.06,49246.64,0,54410.77054,0,1
1.63063E+12,2021-09-03T00:00:00.0000000Z,49246.63,51000,48316.84,49999.14,0,59025.64416,0,1
1.63071E+12,2021-09-04T00:00:00.0000000Z,49998,50535.69,49370,49915.64,0,34664.65959,0,1
1.6308E+12,2021-09-05T00:00:00.0000000Z,49917.54,51900,49450,51756.88,0,40544.83587,0,1
1.63089E+12,2021-09-06T00:00:00.0000000Z,51756.88,52780,50969.33,52663.9,0,49249.66708,0,1
1.63097E+12,2021-09-07T00:00:00.0000000Z,52666.2,52920,42843.05,46863.73,0,123048.8027,0,1
1.63106E+12,2021-09-08T00:00:00.0000000Z,46868.57,47340.99,44412.02,46048.31,0,65069.3152,0,1
1.63115E+12,2021-09-09T00:00:00.0000000Z,46048.31,47399.97,45513.08,46395.14,0,50651.66002,0,1
1.63123E+12,2021-09-10T00:00:00.0000000Z,46395.14,47033,44132.29,44850.91,0,49048.26618,0,1
1.63132E+12,2021-09-11T00:00:00.0000000Z,44842.2,45987.93,44722.22,45173.69,0,30440.4081,0,1
1.6314E+12,2021-09-12T00:00:00.0000000Z,45173.68,46460,44742.06,46025.24,0,32094.28052,0,1
1.63149E+12,2021-09-13T00:00:00.0000000Z,46025.23,46880,43370,44940.73,0,65429.15056,0,1
1.63158E+12,2021-09-14T00:00:00.0000000Z,44940.72,47250,44594.44,47111.52,0,44855.85099,0,1
1.63166E+12,2021-09-15T00:00:00.0000000Z,47103.28,48500,46682.32,48121.41,0,43204.71174,0,1
1.63175E+12,2021-09-16T00:00:00.0000000Z,48121.4,48557,47021.1,47737.82,0,40725.08895,0,1
1.63184E+12,2021-09-17T00:00:00.0000000Z,47737.81,48150,46699.56,47299.98,0,34461.92776,0,1
1.63192E+12,2021-09-18T00:00:00.0000000Z,47299.98,48843.2,47035.56,48292.74,0,30906.47038,0,1
1.63201E+12,2021-09-19T00:00:00.0000000Z,48292.75,48372.83,46829.18,47241.75,0,29847.24349,0,1
1.6321E+12,2021-09-20T00:00:00.0000000Z,47241.75,47347.25,42500,43015.62,0,78003.52444,0,1
1.63218E+12,2021-09-21T00:00:00.0000000Z,43016.64,43639,39600,40734.38,0,84534.08049,0,1
1.63227E+12,2021-09-22T00:00:00.0000000Z,40734.09,44000.55,40565.39,43543.61,0,58349.05542,0,1
1.63236E+12,2021-09-23T00:00:00.0000000Z,43546.37,44978,43069.09,44865.26,0,48699.57655,0,1
1.63244E+12,2021-09-24T00:00:00.0000000Z,44865.26,45200,40675,42810.57,0,84113.42629,0,1
1.63253E+12,2021-09-25T00:00:00.0000000Z,42810.58,42966.84,41646.28,42670.64,0,33594.57189,0,1
1.63261E+12,2021-09-26T00:00:00.0000000Z,42670.63,43950,40750,43160.9,0,49879.99765,0,1
1.6327E+12,2021-09-27T00:00:00.0000000Z,43160.9,44350,42098,42147.35,0,39776.84383,0,1
1.63279E+12,2021-09-28T00:00:00.0000000Z,42147.35,42787.38,40888,41026.54,0,43372.2624,0,1
1.63287E+12,2021-09-29T00:00:00.0000000Z,41025.01,42590,40753.88,41524.28,0,33511.53487,0,1
1.63296E+12,2021-09-30T00:00:00.0000000Z,41524.29,44141.37,41410.17,43824.1,0,46381.22781,0,1
1.63305E+12,2021-10-01T00:00:00.0000000Z,43820.01,48495,43283.03,48141.61,0,66244.87492,0,1
1.63313E+12,2021-10-02T00:00:00.0000000Z,48141.6,48336.59,47430.18,47634.9,0,30508.98131,0,1
1.63322E+12,2021-10-03T00:00:00.0000000Z,47634.89,49228.08,47088,48200.01,0,30825.05601,0,1
1.63331E+12,2021-10-04T00:00:00.0000000Z,48200.01,49536.12,46891,49224.94,0,46796.49372,0,1
1.63339E+12,2021-10-05T00:00:00.0000000Z,49224.93,51886.3,49022.4,51471.99,0,52125.66793,0,1
1.63348E+12,2021-10-06T00:00:00.0000000Z,51471.99,55750,50382.41,55315,0,79877.54518,0,1
1.63356E+12,2021-10-07T00:00:00.0000000Z,55315,55332.31,53357,53785.22,0,54917.37766,0,1
1.63365E+12,2021-10-08T00:00:00.0000000Z,53785.22,56100,53617.61,53951.43,0,46160.25785,0,1
1.63374E+12,2021-10-09T00:00:00.0000000Z,53955.67,55489,53661.67,54949.72,0,55177.08013,0,1
1.63382E+12,2021-10-10T00:00:00.0000000Z,54949.72,56561.31,54080,54659,0,89237.83613,0,1
1.63391E+12,2021-10-11T00:00:00.0000000Z,54659.01,57839.04,54415.06,57471.35,0,52933.16575,0,1
1.634E+12,2021-10-12T00:00:00.0000000Z,57471.35,57680,53879,55996.93,0,53471.2855,0,1
1.63408E+12,2021-10-13T00:00:00.0000000Z,55996.91,57777,54167.19,57367,0,55808.44492,0,1
1.63417E+12,2021-10-14T00:00:00.0000000Z,57370.83,58532.54,56818.05,57347.94,0,43053.33678,0,1
1.63426E+12,2021-10-15T00:00:00.0000000Z,57347.94,62933,56850,61672.42,0,82512.90802,0,1
1.63434E+12,2021-10-16T00:00:00.0000000Z,61672.42,62378.42,60150,60875.57,0,35467.88096,0,1
1.63443E+12,2021-10-17T00:00:00.0000000Z,60875.57,61718.39,58963,61528.33,0,39099.24124,0,1
1.63452E+12,2021-10-18T00:00:00.0000000Z,61528.32,62695.78,59844.45,62009.84,0,51798.44844,0,1
1.6346E+12,2021-10-19T00:00:00.0000000Z,62005.6,64486,61322.22,64280.59,0,53628.10774,0,1
1.63469E+12,2021-10-20T00:00:00.0000000Z,64280.59,67000,63481.4,66001.41,0,51428.93486,0,1
1.63477E+12,2021-10-21T00:00:00.0000000Z,66001.4,66639.74,62000,62193.15,0,68538.64537,0,1
1.63486E+12,2021-10-22T00:00:00.0000000Z,62193.15,63732.39,60000,60688.22,0,52119.35886,0,1
1.63495E+12,2021-10-23T00:00:00.0000000Z,60688.23,61747.64,59562.15,61286.75,0,27626.93678,0,1
1.63503E+12,2021-10-24T00:00:00.0000000Z,61286.75,61500,59510.63,60852.22,0,31226.57676,0,1
1.63512E+12,2021-10-25T00:00:00.0000000Z,60852.22,63710.63,60650,63078.78,0,36853.83806,0,1
1.63521E+12,2021-10-26T00:00:00.0000000Z,63078.78,63293.48,59817.55,60328.81,0,40217.50083,0,1
1.63529E+12,2021-10-27T00:00:00.0000000Z,60328.81,61496,58000,58413.44,0,62124.49016,0,1
1.63538E+12,2021-10-28T00:00:00.0000000Z,58413.44,62499,57820,60575.89,0,61056.35301,0,1
1.63547E+12,2021-10-29T00:00:00.0000000Z,60575.9,62980,60174.81,62253.71,0,43973.90414,0,1
1.63555E+12,2021-10-30T00:00:00.0000000Z,62253.7,62359.25,60673,61859.19,0,31478.12566,0,1
1.63564E+12,2021-10-31T00:00:00.0000000Z,61859.19,62405.3,59945.36,61299.8,0,39267.63794,0,1
1.63572E+12,2021-11-01T00:00:00.0000000Z,61299.81,62437.74,59405,60911.11,0,44687.66672,0,1
1.63581E+12,2021-11-02T00:00:00.0000000Z,60911.12,64270,60624.68,63219.99,0,46368.2841,0,1
1.6359E+12,2021-11-03T00:00:00.0000000Z,63220.57,63500,60382.76,62896.48,0,43336.09049,0,1
1.63598E+12,2021-11-04T00:00:00.0000000Z,62896.49,63086.31,60677.01,61395.01,0,35930.93314,0,1
1.63607E+12,2021-11-05T00:00:00.0000000Z,61395.01,62595.72,60721,60937.12,0,31604.48749,0,1
1.63616E+12,2021-11-06T00:00:00.0000000Z,60940.18,61560.49,60050,61470.61,0,25590.57408,0,1
1.63624E+12,2021-11-07T00:00:00.0000000Z,61470.62,63286.35,61322.78,63273.59,0,25515.6883,0,1
1.63633E+12,2021-11-08T00:00:00.0000000Z,63273.58,67789,63273.58,67525.83,0,54442.09455,0,1
1.63642E+12,2021-11-09T00:00:00.0000000Z,67525.82,68524.25,66222.4,66947.66,0,44661.37807,0,1
1.6365E+12,2021-11-10T00:00:00.0000000Z,66947.67,69000,62822.9,64882.43,0,65171.50405,0,1
1.63659E+12,2021-11-11T00:00:00.0000000Z,64882.42,65600.07,64100,64774.26,0,37237.98058,0,1
1.63668E+12,2021-11-12T00:00:00.0000000Z,64774.25,65450.7,62278,64122.23,0,44490.10816,0,1
1.63676E+12,2021-11-13T00:00:00.0000000Z,64122.22,65000,63360.22,64380,0,22504.97383,0,1
1.63685E+12,2021-11-14T00:00:00.0000000Z,64380.01,65550.51,63576.27,65519.1,0,25705.07347,0,1
1.63693E+12,2021-11-15T00:00:00.0000000Z,65519.11,66401.82,63400,63606.74,0,37829.37124,0,1
1.63702E+12,2021-11-16T00:00:00.0000000Z,63606.73,63617.31,58574.07,60058.87,0,77455.15609,0,1
1.63711E+12,2021-11-17T00:00:00.0000000Z,60058.87,60840.23,58373,60344.87,0,46289.38491,0,1
1.63719E+12,2021-11-18T00:00:00.0000000Z,60344.86,60976,56474.26,56891.62,0,62146.99931,0,1
1.63728E+12,2021-11-19T00:00:00.0000000Z,56891.62,58320,55600,58052.24,0,50715.88726,0,1
1.63737E+12,2021-11-20T00:00:00.0000000Z,58057.1,59845,57353,59707.51,0,33811.5901,0,1
1.63745E+12,2021-11-21T00:00:00.0000000Z,59707.52,60029.76,58486.65,58622.02,0,31902.22785,0,1
1.63754E+12,2021-11-22T00:00:00.0000000Z,58617.7,59444,55610,56247.18,0,51724.32047,0,1
1.63763E+12,2021-11-23T00:00:00.0000000Z,56243.83,58009.99,55317,57541.27,0,49917.85017,0,1
1.63771E+12,2021-11-24T00:00:00.0000000Z,57541.26,57735,55837,57138.29,0,39612.04964,0,1
1.6378E+12,2021-11-25T00:00:00.0000000Z,57138.29,59398.9,57000,58960.36,0,42153.51522,0,1
1.63788E+12,2021-11-26T00:00:00.0000000Z,58960.37,59150,53500,53726.53,0,65927.87066,0,1
1.63797E+12,2021-11-27T00:00:00.0000000Z,53723.72,55280,53610,54721.03,0,29716.99957,0,1
1.63806E+12,2021-11-28T00:00:00.0000000Z,54716.47,57445.05,53256.64,57274.88,0,36163.7137,0,1
